Agency,Bureau,Account,Program,Cohort Year,Original Subsidy Rate (%),Current Reestimated Rate (%),Change Due to Interest Rates (pct pts),Change Due to Technical (pct pts),Current Reestimate Amt ($K),Net Lifetime Reestimate ($K),Net Lifetime Reest Excl Interest ($K),Total Disbursements ($K),Outstanding Balance ($K)
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502 Single Family Housing, Purchase",2009,1.27,4.47,0.34,2.86,5035,532358,485210,15392202,1639490
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502 Single Family Housing, Purchase",2010,1.44,2.37,0.03,0.9,6073,181096,186296,16367280,2074071
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2001,0.2,1.56,0.23,1.13,-1,218,122,9760,270
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2002,1.28,2.12,0.2,0.64,-1,36,-75,72953,1868
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2003,0.18,3.07,0.13,2.76,34,7647,6504,230605,8068
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2004,0.29,4.29,0.01,3.99,62,2429,1959,49128,2157
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2005,0.27,5.89,,5.62,19,1532,1252,22773,1372
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2006,0.29,8.91,,8.63,-*,411,311,3574,78
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2007,0.5,13.86,0.03,13.33,,1040,850,6539,230
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2008,0.81,10.16,0.11,9.24,6,8111,6940,75840,4692
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2009,0.98,5.49,0.14,4.37,82,23936,22364,503358,44625
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,"Guaranteed 502, Refinance",2010,1.72,3.75,0.03,2,-64,5268,5483,272282,25523
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,1996,6.1,27.43,-0.34,21.67,16,470,537,3177,1281
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,1997,3.09,-9.04,-2.62,-9.51,-1,-1416,-534,4100,
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,1999,3.1,15.29,0.48,11.71,141,1050,799,11835,3647
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2000,0.48,10.97,2.94,7.55,87,2164,1132,12965,4186
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2002,3.93,7.06,-2.13,5.25,-2864,1649,2794,78171,10163
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2003,4.5,22.77,0.51,17.76,1,5366,6204,41181,20146
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2004,5.95,24.2,-0.16,18.41,-527,13193,13045,77023,46396
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2005,3.49,15.74,-0.59,12.85,322,7536,6066,59243,42171
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2006,5.42,18.05,0.2,12.43,495,8731,8525,81834,49178
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2007,7.74,21.52,-5.35,19.13,583,7981,7834,71273,55718
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2008,9.4,23.2,-7.56,21.36,849,11415,10550,93336,72412
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2009,15.68,10.28,-8.48,3.08,125,4462,3639,107624,79064
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2010,1.15,4.43,17.07,-13.79,-143,3041,3811,114949,83824
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2011,9.69,3.48,1.04,-7.25,-67,-2136,-1668,29108,22052
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2012,-0.06,-6.33,-0.06,-6.21,-95,-4987,-4417,78922,59301
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2013,-0.04,-7.77,-0.51,-7.22,-54,-3422,-2944,42921,44950
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2014,-0.19,-7.23,-0.35,-6.69,-68,-8048,-7371,114881,99438
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2015,-1.27,-7.14,-0.59,-5.27,-41,-5817,-5525,103929,90037
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2016,-2.97,-6.96,-0.2,-3.79,-21,-6819,-6636,182268,170652
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2017,-3.53,-7.2,-0.59,-3.08,-21,-5717,-5626,166551,158475
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2018,-3.62,-7.05,-0.45,-2.98,-335,-5522,-5538,172898,165422
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2019,-4.79,-6.94,-0.41,-1.74,38,-2948,-3075,154593,139939
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2020,-4.53,-4.73,-0.37,0.16,-16062,437,158,199169,206117
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2021,-4.95,-2.93,,2.02,-12141,6023,5707,197879,203859
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2022,-4.12,-0.22,,3.9,-6915,10562,10323,196789,182313
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2023,-2.97,1.22,,4.19,-1464,7322,7170,102139,64712
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 538 Multifamily Housing,2024,-2.3,1.08,,3.38,4161,4161,3999,119232,58809
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2011,-0.19,-0.52,0.28,-0.61,6371,-91160,-54214,16670866,2664289
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2012,-0.04,-2.36,0.2,-2.52,16777,-484635,-403724,19004757,3776223
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2013,-0.25,-3.33,0.15,-3.23,26622,-733042,-640733,22082676,4932398
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2014,-0.14,-3.23,-0.03,-3.06,29016,-602328,-574994,18841756,4147086
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2015,-0.61,-4.21,0.1,-3.7,37196,-688269,-656359,18455028,4952418
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2016,-0.15,-5.21,0.33,-5.39,39597,-823331,-809182,16223891,5432536
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2017,-0.76,-2.35,-0.42,-1.17,42926,-313649,-299868,19152337,6926656
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2018,-0.71,-2.06,-0.26,-1.09,36817,-241789,-222304,16731053,6121289
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2019,-0.71,-2.18,-0.37,-1.11,35163,-230613,-214613,14758939,6614793
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2020,-0.56,-3.32,0.07,-2.82,63427,-637409,-619610,22853265,15135634
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2021,-0.7,-3.53,-0.52,-2.31,58327,-644011,-630999,22564690,18117575
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2022,-1.41,-1.65,-0.6,0.36,57411,-33196,-30650,13050944,11621334
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2023,-0.76,-0.6,-0.25,0.41,12856,9675,10383,6766839,6484817
Department of Agriculture,Rural Housing Service,Rural Housing Insurance Fund,Guaranteed 502 Single Family Housing,2024,-0.44,-0.97,-0.63,0.1,-31869,-31869,-29595,5676845,5641043
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,North American Development Bank Loan Guarantees,1998,1.04,7.96,-0.2,7.12,,1979,4460,66629,67
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,North American Development Bank Loan Guarantees,1999,0.96,20.7,-0.31,20.05,,12173,11216,59284,301
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,North American Development Bank Loan Guarantees,2004,2.94,5.63,0.03,2.66,,258,168,7187,
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,North American Development Bank Loan Guarantees,2007,9.15,17.15,0.27,7.73,-11,340,258,3490,
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Guaranteed Business and Industry Loans - ARRA,2010,8.04,7.5,0.24,-0.78,-954,-13668,-8640,1396270,63528
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,1995,0.94,3.53,-0.01,2.6,18,11345,8006,335179,546
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,1996,0.92,4.77,-0.44,4.29,34,26564,19277,520397,177
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,1997,0.93,6.32,-0.49,5.88,62,39166,36259,696477,569
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,1998,0.97,4.47,-0.43,3.93,69,49917,32095,959441,1754
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,1999,1.02,8.48,-0.48,7.94,116,95869,69660,985090,1913
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2000,3.11,7.01,-0.92,4.82,102,37445,27238,778802,1152
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2002,3.74,4.62,0.34,0.54,3,4605,4992,723107,6025
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2003,3.97,5.6,0.14,1.49,64,11155,10484,745284,2373
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2004,4.86,5.2,0.01,0.33,-256,-1218,994,826651,10120
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2005,5.03,5.06,-0.15,0.18,-15,-1961,-1689,529618,13680
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2006,4.79,6.5,1.85,-0.14,41,10505,7166,575219,6078
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2007,4.36,11.87,0.3,7.21,184,45746,40884,593335,14020
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2008,4.32,6.46,0.21,1.93,874,15186,19542,1029495,57647
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2009,4.35,8.35,0.67,3.33,432,27663,28945,760393,27038
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2010,5.33,4.02,0.23,-1.54,538,-19495,-15533,1089378,79457
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2011,5.06,2.64,0.4,-2.82,230,-33487,-28325,1120560,79876
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2012,5.58,0.24,0.28,-5.62,-453,-49803,-46148,864556,74410
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2013,5.88,5.94,0.21,-0.15,7324,1562,380,726440,104487
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2014,6.99,0.11,-0.11,-6.77,-3673,-63610,-59992,876650,173839
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2015,5.11,0.62,0.24,-4.73,6827,-40935,-38209,864412,262202
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2016,3.88,2.24,0.19,-1.83,8229,-17338,-16028,1051872,317810
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2017,3.8,0.22,,-3.58,19314,-43993,-42021,1176510,489893
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2018,4.06,1.1,-0.09,-2.87,8710,-31624,-31047,1054277,557597
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2019,2.32,-1.54,0.13,-3.99,-1966,-46444,-42363,1116110,736807
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2020,2.05,3.49,0.26,1.17,11814,12272,15126,1046049,781808
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2021,1.14,-0.53,-0.09,-1.58,-2380,-31432,-29876,1806874,1520999
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2022,2.01,0.15,,-1.86,1613,-30161,-30123,1427420,1209139
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2023,2.14,0.3,,-1.84,-8682,-35785,-34791,1706215,1549222
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Loan Guarantees,2024,2.29,1.15,,-1.14,-9611,-9611,-9254,797479,789752
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Emergency Supplemental Loan Guarantees,2001,0.86,7.69,-0.75,7.58,-111,60484,56872,867237,5105
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Emergency Supplemental Loan Guarantees,2009,4.35,10.25,0.67,5.23,-396,10861,10077,178150,14226
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Emergency Supplemental Loan Guarantees,2010,5.33,3.13,0.32,-2.52,71,-1289,-1121,49286,2505
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Emergency Supplemental Loan Guarantees,2013,5.88,5.89,0.21,-0.2,-212,-64,-2,20446,7708
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Emergency Supplemental Loan Guarantees,2016,5.77,-1.72,0.25,-7.74,-37,-497,-448,7974,2498
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry Emergency Supplemental Loan Guarantees,2017,5.79,0.19,0.15,-5.76,-2,-41,-36,979,145
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry CARES Act,2020,2.09,6.59,0.46,4.03,6884,13982,13756,307745,206840
Department of Agriculture,Rural Business-Cooperative Service,Rural Business,Business and Industry CARES Act,2021,2.5,1.41,0.18,-1.26,-7730,-5559,-5431,498754,396166
Department of Agriculture,Rural Business-Cooperative Service,Rural Business Investment,Rural Business Investment Program,2006,7.72,24.18,,16.46,277,5025,3089,24290,
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2007,6.49,19.93,0.28,13.16,12,3246,3294,26910,
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2008,9.69,-1.2,0.97,-11.86,,-2113,-1529,13400,
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2009,9.69,-1.19,0.41,-11.29,-30,-6285,-5474,49541,835
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2010,13.64,2.92,0.39,-11.11,-31,-6661,-5966,55205,570
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2011,46.36,0.39,2.99,-48.96,-50,-8779,-7848,17720,696
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2012,26.19,7.34,0.74,-19.59,,-1586,-1645,8591,
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2013,24.01,0.62,0.34,-23.73,641,-6674,-6641,28836,7065
Department of Agriculture,Rural Business-Cooperative Service,Rural Energy for America Program,Renewable Energy Loan Guarantees,2014,27.43,-2.41,-0.43,-29.4,-23,-16901,-16374,55025,35485
